"Sampsonius dampfi","Xyleborus affinis","Xyleborus posticus","Ambrosiodmus obliquus"
0.125229251949392,0.985507538996093,0.186054313843265,0.110437814367888
0.124228561478141,0.985368742870722,0.185562343127295,0.110088158235455
0.123239113576341,0.985229258865514,0.18507354292394,0.109741009903214
0.12226075087004,0.985089086999864,0.184587880502064,0.109396341302817
0.121293318523479,0.984948227298628,0.184105323596514,0.109054124792797
0.120336664195213,0.984806679792104,0.183625840399654,0.108714333150363
0.119390637994978,0.98466444451601,0.183149399553091,0.108376939563397
0.118455092441257,0.98452152151147,0.182675970139577,0.108041917622617
0.117529882419567,0.984377910824996,0.182205521675094,0.10770924131394
0.116614865141454,0.984233612508468,0.181738024101106,0.107378885011008
0.115709900104173,0.984088626619118,0.181273447776984,0.107050823467885
0.114814849051062,0.983942953219514,0.180811763472593,0.106725031811926
0.113929575932586,0.98379659237754,0.180352942361045,0.106401485536803
0.113053946868062,0.983649544166384,0.179896956011591,0.106080160495691
0.112187830108025,0.983501808664513,0.179443776382689,0.105761032894603
0.111331095997265,0.983353385955664,0.178993375815199,0.105444079285878
0.110483616938494,0.983204276128823,0.178545727025732,0.105129276561815
0.109645267356648,0.983054479278209,0.178100803100144,0.104816601948443
0.10881592366381,0.98290399550326,0.177658577487154,0.104506032999434
0.10799546422476,0.982752824908613,0.17721902399211,0.104197547590147
0.107183769323115,0.98260096760409,0.176782116770874,0.103891123911806
0.106380721128072,0.982448423704684,0.176347830323844,0.103586740465802
0.105586203661745,0.982295193330536,0.175916139490093,0.103284376058118
0.10480010276707,0.982141276606927,0.175487019441632,0.102984009793883
0.104022306076285,0.981986673664259,0.175060445677793,0.102685621072031
0.103252702979972,0.981831384638037,0.17463639401972,0.10238918958009
0.102491184596648,0.981675409668857,0.174214840604986,0.102094695289066
0.1017376437429,0.981518748902389,0.173795761882303,0.101802118448453
0.100991974904051,0.981361402489362,0.173379134606357,0.101511439581336
0.100254074205362,0.981203370585546,0.172964935832729,0.101222639479606
0.0995238393837346,0.981044653351743,0.172553142912936,0.100935699199272
0.0988011697599371,0.980885250953764,0.172143733489557,0.100650600055874
0.0980859662113209,0.980725163562422,0.171736685491467,0.100367323619992
0.0973781311450328,0.98056439135351,0.17133197712916,0.100085851712845
0.0966775684717073,0.98040293450779,0.170929586890168,0.0998061664019895
0.0959841835796379,0.980240793210977,0.170529493534566,0.0995282499970982
0.09529788330941,0.980077967653725,0.170131676090574,0.099252085045833
0.0946185759289968,0.979914458031612,0.169736113850237,0.0989776543297994
0.0939461711093037,0.979750264545125,0.169342786365191,0.0987049408605852
0.0932805799001564,0.979585387399646,0.168951673442519,0.09843392787588
0.0926217147067233,0.979419826805437,0.168562755140679,0.0981645988356729
0.0919694892663661,0.979253582977627,0.168176011765512,0.0978969374185292
0.0913238186259099,0.979086656136194,0.167791423866333,0.0976309275179406
0.0906846191193266,0.978919046505958,0.16740897223209,0.0973665532387505
0.0900518083458219,0.978750754316558,0.167028637887601,0.0971037988936497
0.0894253051483214,0.978581779802444,0.166650402089861,0.0968426489997436
