"Xyleborus xylographus","Xyleborus obesus","Xyleborinus saxeseni","Coptoborus pseudotenuis","Xyleborus posticus","Ambrosiodmus obliquus","Xyleborus seriatus","Xyleborus affinis","mutillatus","Xyleborus ferrugineus","Ambrosiodmus rubricollis","Ambrosiodmus tachygraphus","Xylosandrus compactus","Xyleborus germanus","Euwallacea validus","Euwallacea fornicatus","Xyleborus glabratus","Xylosandrus crassiusculus","Sampsonius dampfi","Xylosandrus morigerus"
0.946304039924382,0.327760305791787,0.605382352679689,0.929256857086311,0.366297773435543,0.329870828291672,0.491310362049629,0.666893417067348,0.608335715538698,0.677723726212978,0.740338534409507,0.626829310567346,0.636182524058488,0.609297536533053,0.812393561660692,0.652905491879942,0.999190799924159,0.777689926891576,0.732369210524339,0.783169215258589
0.938833866926197,0.314194953009949,0.594704971873009,0.92216689180757,0.355603395984991,0.31795458930114,0.478449124860744,0.660928028438326,0.593694205750126,0.669511848820082,0.72424974570516,0.606823820845966,0.625081018424118,0.600191455819718,0.802613289365118,0.642749509106442,0.999034084105822,0.771548640821617,0.713207126306915,0.775166768868082
0.930883240897283,0.301648385878256,0.584521726648455,0.914867363971517,0.345618134812358,0.306897731380779,0.466309394692965,0.655237786437491,0.579689083742119,0.661647710635117,0.708475617528588,0.587563346148918,0.614457193322223,0.591513528529504,0.793012605366934,0.633023108070041,0.998858035331672,0.7656304599954,0.694346817040351,0.767406156209522
0.922466028459982,0.290013042745971,0.574793605380745,0.907374001309325,0.336269193160186,0.296609163688062,0.45482903454639,0.649798003284963,0.566282456347977,0.654103485069149,0.69303080892139,0.569038822755611,0.604276421669557,0.583227665297563,0.783589508797976,0.623694335803724,0.998661486987261,0.759918341649475,0.675829682596992,0.759872907842617
0.913598287220047,0.279195690438387,0.565486036941963,0.899702121172415,0.327493792606905,0.287010353782229,0.443953116715603,0.644587252035987,0.553439103263917,0.646854678031968,0.677926045266331,0.551236340096062,0.594507713002781,0.575302209013337,0.774341678895512,0.614734746792546,0.99844327048546,0.754397266845303,0.657689119522465,0.752553965996513
0.904298079875135,0.269115157092921,0.556568227458569,0.891866618626694,0.319237460289973,0.278033219296761,0.433632872341123,0.639586807085934,0.541126287432872,0.639879599377094,0.663168708282086,0.534138356625906,0.585123206213245,0.567709223554789,0.765266544657104,0.606118889546293,0.998202216056798,0.749053918153316,0.639951466394331,0.745437488941402
0.894585277215646,0.259700474745206,0.548012619336155,0.883881954646838,0.311452663159876,0.269618433252138,0.423824824883498,0.634780201069405,0.529313572639033,0.633158937580477,0.648763345089644,0.517724684623412,0.576097750818322,0.560423922129095,0.756361341488745,0.597823886883882,0.997937153543064,0.743876420783821,0.622636875945158,0.738512690301663
0.884481352213871,0.250889349423231,0.539794445900977,0.875762145003496,0.304097708557624,0.261714050789605,0.414490069989487,0.630152870030681,0.517972650569218,0.626675413960076,0.634712107780372,0.501973284045823,0.567408558269627,0.55342420313132,0.747623157520365,0.589829089583455,0.997646913197403,0.738854132479592,0.605760112915298,0.731769705771109
0.874009167666595,0.242626894436723,0.531891361664389,0.867520750263995,0.297135851461719,0.254274388001861,0.405593672944264,0.625691866408558,0.50707717849183,0.620413498931881,0.621015133054736,0.486860898993331,0.559034909273,0.546690269811746,0.739048971634649,0.582115788131192,0.997330326493468,0.733977471351794,0.589331278414551,0.72519948157386
0.863192760016543,0.234864576314617,0.524283133011961,0.859170867195813,0.290534563749807,0.247259100197865,0.397104161358379,0.621385624735468,0.496602627983531,0.614359177188533,0.607670870033815,0.47236356476452,0.550957906348811,0.540204315990095,0.730635684794281,0.574666970959157,0.996986226945669,0.729237773575814,0.573356463001967,0.718793680368559
0.852057122039716,0.227559333455573,0.516951377625577,0.8507251217611,0.284264931658758,0.24063241920579,0.388993095574643,0.617223768755448,0.486526144670172,0.608499751850442,0.594676363162594,0.458457008792691,0.543160263262321,0.533950264342149,0.722380145909488,0.567467120235939,0.996613450942087,0.724627174828885,0.557838331757192,0.712544601282726
0.840627987059311,0.220672835775055,0.509879343545686,0.842195663812189,0.278301155560958,0.234362518447469,0.381234702945821,0.613196951407871,0.476826418657518,0.602823679951784,0.582027496150996,0.445116964800959,0.535626124749843,0.527913546918507,0.71427917322874,0.56050203825515,0.996210838591292,0.720138510783952,0.54277664535531,0.706445111496526
