"Xyleborus ferrugineus","Xylosandrus compactus","Sampsonius dampfi","Xyleborus xylographus"
0.697899575792227,0.999997814679304,0.0332318994698945,0.016656581782985
0.6972921085737,0.999997553208065,0.0330729637003481,0.0165504811052871
0.696685209269784,0.99999726109244,0.0329150886270344,0.0164452623607577
0.696078878290523,0.99999693481565,0.0327582652462749,0.0163409165612934
0.695473116037964,0.999996570465871,0.0326024846463697,0.0162374348265849
0.694867922906214,0.99999616369281,0.0324477380065081,0.0161348083826396
0.694263299281497,0.999995709659623,0.0322940165956947,0.0160330285603282
0.693659245542211,0.999995202989665,0.0321413117716884,0.0159320867939524
0.693055762058981,0.999994637707547,0.0319896149799572,0.0158319746198349
0.692452849194717,0.9999940071739,0.0318389177526455,0.0157326836749313
0.691850507304668,0.999993304013176,0.0316892117075556,0.0156342056954617
0.691248736736475,0.999992520033787,0.031540488547143,0.0155365325155645
0.690647537830228,0.999991646139757,0.0313927400575246,0.0154396560659703
0.690046910918517,0.999990672233033,0.0312459581074998,0.0153435683726948
0.68944685632649,0.999989587105459,0.0311001346475853,0.0152482615557533
0.688847374371901,0.999988378319383,0.0309552617090619,0.0151537278278924
0.688248465365166,0.999987032075685,0.0308113314030342,0.0150599594933431
0.687650129609413,0.999985533067967,0.0306683359195022,0.0149669489465906
0.68705236740054,0.999983864321469,0.0305262675264458,0.0148746886711639
0.686455179027257,0.999982007015144,0.0303851185689207,0.0147831712384433
0.685858564771149,0.999979940285187,0.0302448814681667,0.0146923893064852
