"Coptoborus pseudotenuis","Euwallacea fornicatus","Ambrosiodmus tachygraphus","Xyleborus affinis"
0.166664860734496,0.420004074356488,0.0829460569807477,0.918246482105232
0.165820516078467,0.419183245433224,0.0823301713510394,0.917729659115329
0.164982593956897,0.418365787480592,0.0817206247054464,0.917211721893237
0.164151031364555,0.41755167919428,0.0811173355317762,0.916692675686108
0.163325766026271,0.416740899453094,0.080520223544404,0.916172525738537
0.16250673638765,0.415933427316949,0.0799292096637736,0.915651277292481
0.16169388160589,0.415129242024897,0.0793442159962556,0.915128935587185
0.160887141540731,0.414328322993171,0.0787651658143626,0.914605505859107
0.160086456745512,0.413530649813267,0.0781919835373096,0.914080993341841
0.159291768458345,0.41273620225004,0.0776245947119174,0.913555403266042
0.158503018593398,0.411944960239835,0.0770629259938521,0.913028740859353
0.157720149732298,0.411156903888631,0.076506905129194,0.912501011346326
0.156943105115638,0.410372013470225,0.0759564609363323,0.911972219948351
0.156171828634597,0.409590269424423,0.0754115232881779,0.911442371883581
0.155406264822667,0.40881165235527,0.0748720230946908,0.910911472366856
0.154646358847493,0.408036143029292,0.0743378922857133,0.910379526609632
0.153892056502808,0.407263722373763,0.0738090637941087,0.909846539819905
0.153143304200486,0.406494371475004,0.0732854715391956,0.90931251720214
0.152400048962687,0.405728071576689,0.0727670504104746,0.908777463957196
0.151662238414117,0.404964804078185,0.0722537362516424,0.908241385282253
0.150929820774377,0.404204550532906,0.0717454658448875,0.907704286370742
0.150202744850422,0.403447292646695,0.0712421768954633,0.907166172412271
0.149480960029114,0.402693012276218,0.0707438080165331,0.906627048592554
0.148764416269874,0.401941691427388,0.0702502987142814,0.906086920093336
0.148053064097434,0.401193312253802,0.0697615893732899,0.905545792092326
0.147346854594679,0.400447857055201,0.0692776212421685,0.905003669763127
0.14664573939559,0.39970530827595,0.0687983364194421,0.904460558275158
0.145949670678272,0.398965648503537,0.0683236778396838,0.903916462793592
0.145258601158086,0.398228860467089,0.0678535892598938,0.903371388479278
0.144572484080858,0.397494927035907,0.0673880152461176,0.902825340488678
0.143891273216195,0.396763831218025,0.0669269011602993,0.902278323973794
